Resource_ID,Domain_ID,Domain,Resource_Name,Resource_Description,Resource_type,Resource_Redirect_URL,Category,Resource_icon
2mi8ific,c04e3201,Self Growth,Happiness,"Happiness is an emotional state characterized by feelings of joy, satisfaction, contentment, and fulfillment. ",Blog,https://psychcentral.com/lib/what-makes-us-happy,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
ynszuuzs,b2293dc3,Mental Health,Locus of Cotrol,Refers to an individual's perception about the underlying main causes of events in his/her life,Blog,https://psychcentral.com/blog/cultivating-an-internal-locus-of-control-and-why-its-crucial,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
zyzpaazz,b2293dc3,Mental Health,Depression,A mood disorder that causes a persistent feeling of sadness and loss of interest,Blog,https://psychcentral.com/blog/what-does-depression-feel-like,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
eu4ytha8,40ff6da3,Relaxation,Forgive Yourself,Letting go of the feelings and emotions associated with what went wrong.,Blog,https://psychcentral.com/lib/tips-to-forgive-yourself,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
dxpeesta,08c7f2fb,Deal With Anxiety,Feeling Empty,Any life stage or situation that may require you to reflect on yourself and your life,Blog,https://psychcentral.com/blog/stop-feeling-empty,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
lnqamsq3,c5c88434,Motivational,Self-Respect,A feeling of confidence and pride in yourself,Blog,https://psychcentral.com/blog/how-to-improve-self-respect,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
81ww34v1,g98a94gj,Relationships,Friendship Ends,Ways to cope with a friendship ending.,Blog,https://psychcentral.com/relationships/how-to-cope-with-a-friendship-suddenly-ending,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
4lrv1ysx,c04e3201,Self Growth,Dealing Problems,How to deal with your Problem,Blog,https://psychcentral.com/lib/5-ways-to-solve-all-your-problems,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
e34e5unz,40ff6da3,Relaxation,Gratitude,Ways to express gratitude,Blog,https://psychcentral.com/health/ways-to-express-gratitude,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
k2h6x6ci,b2293dc3,Mental Health,Feeling Angry,A mindful practise to fully feel your anger,Blog,https://psychcentral.com/blog/a-mindful-practice-to-fully-feel-your-anger,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
1j69h6vj,b2293dc3,Mental Health,Feelings,Why are feelings important,Blog,https://psychcentral.com/lib/why-are-feelings-important,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
k679ib35,b2293dc3,Mental Health,Silence,The Hidden benefits of Silence,Blog,https://psychcentral.com/blog/the-hidden-benefits-of-silence,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
6d4n8yow,d308ebe2,Professional Consultancy,Myths & Facts about Therapy,7 Myths and Facts About Psychotherapy,Blog,https://psychcentral.com/health/myths-about-therapy#its-about-venting,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
bn4uvsw6,b2293dc3,Mental Health,Flashbacks,Living with Trauma: How to cope up with flashbacks,Blog,https://psychcentral.com/lib/coping-with-flashbacks,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/psychcentral-icon.png
qis6nncr,2b20d522,Health Management,Huberman Lab,"What Alcohol does to your body,brain & health",Audio,https://open.spotify.com/episode/2ebY3WNejLNbK47emgjd1E?si=2f9bc89d0b7e4d22,,https://i.scdn.co/image/ab67656300005f1f163bf8f74577a2246184654b
4wmvtkai,b2293dc3,Mental Health,On Purpose,7 things to do to boost your mental health,Audio,https://open.spotify.com/episode/4BNGWe69Pw8k1Q9EIQtzGI?si=66c1c5f7a224461f,,https://i.scdn.co/image/ab67656300005f1fa3352360685aec09245b55ee
6w1l5bcj,c04e3201,Self Growth,Ankur Warikoo,Who are you,Audio,https://open.spotify.com/episode/4Ng7JLfIYKsKn1m3rvp0lx?si=-SEzFXCOQrWueCNSDiCYjw,,https://i.scdn.co/image/ab67656300005f1f3790e1d819fffd5f79c63e58
ps1evvwl,c04e3201,Self Growth,Book Recommendation,21 Best Personal Development & Self Improvement Books,Blog,https://www.developgoodhabits.com/personal-development-books/,,https://www.developgoodhabits.com/wp-content/uploads/2021/08/revised1-trimmed2.jpg
wefujq8g,c04e3201,Self Growth,Self Growth (Quotes),Inpirational Quotes,Image,https://graciousquotes.com/growth/,Quotes,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/quotes-icon.png
spgb9vik,b2293dc3,Mental Health,Boost Mental Health,31 tips to boost your mental health,Blog,https://www.mhanational.org/31-tips-boost-your-mental-health,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/MHA-icon.png
wjwdqa3q,9552470e,Physical Health,MyFitnessPal,"Free calorie counter, macro tracker, and health and fitness tracker in one!",Application,https://play.google.com/store/apps/details?id=com.myfitnesspal.android,,https://play-lh.googleusercontent.com/Lv24kyEjZUPLbYcnqss8BsBmDgg2-No3EXSBVrNCIOjGBkS07izG9LJ-G_w8UTDvtg=w240-h480-rw
fhbuz4k6,9552470e,Physical Health,EatRight,When you need food and nutrition information based on fact,Website,https://www.eatright.org/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/eatright-icon.png
lv7uokvi,9552470e,Physical Health,Physical,The nutrition source,Blog,https://www.hsph.harvard.edu/nutritionsource/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/harvardchan-icon.png
z1msnrg1,9552470e,Physical Health,Exer,All about diet and exercise,Website,https://exrx.net/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/exer-icon.png
6fpbfrgm,9552470e,Physical Health,Livestrong,"Delivers trusted health, nutrition and fitness information.",Blog,https://www.livestrong.com/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/livestrong-icon.png
tfxytre3,2b20d522,Health Management,Rush,10 ways to improve your health,Blog,https://www.rush.edu/news/10-simple-ways-improve-your-health,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/rush-icon.png
wisp95ef,f87d9f9d,Time Management,On Purpose,Time management habits,Audio,https://open.spotify.com/episode/3H2docq1vJaG7IVUdTChhE?si=4950b1e1402f4e51,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/spotify-icon.png
nmgazg7a,d308ebe2,Professional Consultancy,Online Therapy,List of online therapy services,Resource URL,https://www.healthline.com/health/mental-health/online-therapist-for-free#A-quick-look-at-the-best-free-and-affordable-online-therapy-services,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/healthline-icon.png
gttkctxk,f87d9f9d,Time Management,Plan Your Day,"Manage all of your work in one place: Tasks, Docs, Chat, Goals, & more. ClickUp offers a customizable workplace productivity platform that serves all departments across an organization.",Website,https://clickup.com/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/clickup-logo-gradient.png
32i4w93f,f87d9f9d,Time Management,Todoist,"Organize your life, Achieve more every day.",Website,https://todoist.com/,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/Todoist.png?w=150&h=150
ceg8x3jk,c04e3201,Self Growth,Motivational,Movitavional and Inspirational videos,Video,https://www.simpletruths.com/movies.html,,https://www.simpletruths.com/static/version1659043307/frontend/Sourcebooks/st/en_US/images/logo.svg
j662zk68,40ff6da3,Relaxation,Raining Sound,Listen to the sound of rain and relax,Audio,https://ambientnoise.online/rain-sounds/,,https://cdn-icons-png.flaticon.com/512/536/536774.png
rw5f4834,40ff6da3,Relaxation,Clarity,Application basically,Application,https://play.google.com/store/apps/details?id=com.weheal.weheal,,https://play-lh.googleusercontent.com/UMNLV1NXyaSftZvBcClXQDd7AOlCeRLA5SQh3L_vBCYV4C6wkFymjlyedgXCX8x3gFiP=w480-h960-rw
rbthyiv3,40ff6da3,Relaxation,Yellow Brick Cinema,"It uses delta waves and soft instrumental music to help you achieve deep relaxation, and fall asleep",Video,https://youtu.be/aIIEI33EUqI,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
4pr9xk8v,40ff6da3,Relaxation,Yellow Brick Cinema,Deep sleep music,Video,https://youtu.be/FaRrq7cYu84,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
pykbg3te,2b20d522,Health Management,Samsung Health,"Helps in tracking overall fitness, measuring weight, diet balance, food to eat and proper sleep.",Application,https://play.google.com/store/apps/details?id=com.sec.android.app.shealth,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/samsung%20health-icon.png
dxj1czgd,2b20d522,Health Management,Medisafe ,It helps to keep the track about your medicines,Application,https://play.google.com/store/apps/details?id=com.medisafe.android.client,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/medisafe-icon.png
cbo3mm74,2b20d522,Health Management,TATA 1mg,"Provides facilities like consultancy with the doctor online, booking health test",Application,https://play.google.com/store/apps/details?id=com.aranoah.healthkart.plus,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/tata-1mg-icon.png
gmhf6lrb,2b20d522,Health Management,Tata Health,"Providing 24x7 consultancy, buying medicines, booking appointments",Application,https://play.google.com/store/apps/details?id=com.tatahealth.tatadhp,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/tata-health-icon.png
3uz1sthh,2b20d522,Health Management,PharmEasy,Helps in ordering medicines online and getting diagnostics test done at home,Application,https://play.google.com/store/apps/details?id=com.phonegap.rxpal,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/pharmeasy-icon.png
qn5gn8ob,2b20d522,Health Management,HealthyPicks,It helps in providing person's nutriscore about the food person eats as well as tracking heart rate ,Application,https://play.google.com/store/apps/details?id=com.buzzingbulbsind.healthypicks,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/healthypicks-icon.png
ux6l6839,2b20d522,Health Management,Healthians,A application which provides full body checkup and proper doctor guidance,Application,https://play.google.com/store/apps/details?id=com.healthians.main.healthians,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/healthians-icon.png
fjmpuzfd,2b20d522,Health Management,HeartRate Monitor,Application to measure heart rate,Application,https://play.google.com/store/apps/details?id=heartratemonitor.heartrate.pulse.pulseapp,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/heart-rate-icon.png
vr9ezry2,2b20d522,Health Management,Redcliffe,A user friendly diagnostic app to make health check convenient with essential homecare facilities,Application,https://play.google.com/store/apps/details?id=com.redcliffelabs,,https://play-lh.googleusercontent.com/XCNcggadej5yGATQ-4sTzSYP01famIn4Vm_F412OMIxegrcecDteO4qrhMAq_-XU6Gw=s48-rw
mo3vywx4,2b20d522,Health Management,HealthifyMe,It is a health and fitness app that provides  facility of weight loss diet plans and personal trainers,Application,https://play.google.com/store/apps/details?id=com.healthifyme.basic,,https://play-lh.googleusercontent.com/6xBi82vSp_xcD_T7pa2k1BPJyZi6sWccBVFRRLji2RQ1ac-9JNE_W6j4zPeF9ttZvw=s48-rw
kvpf1wzs,2b20d522,Health Management,CVS Health,Basically it helps people navigate health care system and their personal health care,Website,https://www.cvshealth.com/,,https://www.cvshealth.com/sites/default/files/logo.png
szv3eq8n,40ff6da3,Relaxation,Great meditation,15 minutes guided meditation,Video,https://youtu.be/W8a3T8pI9Ns,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
1b539mbq,b2293dc3,Mental Health,Headspace,Headspace is the National Youth Mental Health Foundation helping thousands of young people,Website,https://headspace.org.au/,,https://img.icons8.com/bubbles/344/head-profile.png
s92qmcxu,b2293dc3,Mental Health,This way up,"Stress, anxiety and depression level check",Website,https://thiswayup.org.au/programs/mindfulness-program/,,https://thiswayup.org.au/wp-content/uploads/2020/06/@1.5xtwu-logo.png
9lfj4bwt,c5c88434,Motivational,Powerful Motivational Video - Sandeep Maheshwari,Talks about never Comparing Yourself With Anyone,Video,https://youtu.be/kBo3ipDEH6k,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
7jghceng,109a774b,Inspirational,Powerful Inspirational Video - Sandeep Maheshwari,You are not less than anyone,Video,https://youtu.be/PNAkSTpUbb8,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
6n9f34dx,40ff6da3,Relaxation,AShamaluevMusic,Calm Relaxing Background Music / Meditation Ambient Music,Video,https://youtu.be/YgZwWeOyA-YY,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
988n8lbv,b2293dc3,Mental Health,n Beats,Sound therapy to reduce stress and improve mental health,Video,https://youtu.be/VgdAcENXy84,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
rgh6yq6p,40ff6da3,Relaxation,Sleep Sounds - relaxing sounds,Sleep app to feel relax with the help of relaxing sounds,Application,https://play.google.com/store/apps/details?id=relax.sleep.relaxation.sleepingsounds,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/sleep-sounds-icon.png
gi74l1wq,a6d0f589,Sleep Management,Aishwarya Tripathi's Music,"Instrumental music works well as sleep music, ambient study music, meditation music,Swami Sivananda Yoga, Kapalbhati, Inner Engineering or relaxation music",Video,https://youtu.be/ZJpt_bRTC6g,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
ka6dezry,40ff6da3,Relaxation,Nova Relaxing music,Relaxing Music for Instant Sleep,Video,https://youtu.be/rCSCPujLs14,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
vynzq8wb,40ff6da3,Relaxation,Relaxing white music,It create a protective sound masking screen that covers up much of that extraneous noise,Video,https://youtu.be/FdN1pnEaJs0,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
y3s3u8od,40ff6da3,Relaxation,Father Nature,This is a sleep hypnosis file that will help you relax and drift away from any anxiety or sleep insomnia,Video,https://youtu.be/jsXrqTXovIA,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
3x1qbxuj,40ff6da3,Relaxation,Relax soul,Relaxing Water flow sound with deep Relaxing Music,Video,https://youtu.be/Hg1-NHJ7-sY,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
h6te951k,40ff6da3,Relaxation,MeditationRelaxClub,"Relaxing Music to Help you Sleep, Deep Sleep, Inner Peace and Autogenic Training",Video,https://youtu.be/xQ6xgDI7Whc,,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
cpt6t4i7,5d7dbcec,Productivity,Google Docs,Tools for sharing documents and collaborating in real-time,Website,https://www.google.com/docs/about/,,https://cdn-icons-png.flaticon.com/512/5968/5968517.png
9qb6zml5,5d7dbcec,Productivity,IFTTT (If This Then That) ,An automation tool that seamlessly connects different apps and experiences. ,Application,https://play.google.com/store/apps/details?id=com.ifttt.ifttt&utm_source=/&utm_medium=web,,https://play-lh.googleusercontent.com/np7DJi4L8fqOZVBKFHreO5fXJkSZbv0oRyD4xXw8cZWn9GFDdGI9HQ9SXqF5-khPSv0U=w240-h480-rw
7j2ozu98,5d7dbcec,Productivity,ClickUp,All-in-one task management tool for agile project management.,Application,https://play.google.com/store/apps/details?id=co.mangotechnologies.clickup,,https://play-lh.googleusercontent.com/9U1Zbu7jlryfcgwvWHulHzjlgMVjOy_S4rIATrF0b6Qd_VR_5yftp0dQBfi-Q5Psjg=w240-h480-rw
cb4vq9q2,ls9w3gzv,Decluttering Routines,Bitwarden,"Declutter your passwords, A open source password manager application to manage all of your passwords.",Application,https://play.google.com/store/apps/details?id=com.x8bit.bitwarden,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/Bitwarden.png?w=150&h=150
uqjtit7d,5d7dbcec,Productivity,Toggl,Specific time-tracking tool,Application,https://play.google.com/store/apps/details?id=com.toggl.giskard,,https://play-lh.googleusercontent.com/PeblLXajnpQMBdnzHCQ9yRh6IZ1iOM7qqJkp306uOYlYq8djKFs2vTLO5YO265MPmcM=w240-h480-rw
uvwkiuvy,5d7dbcec,Productivity,MindMeister,Mind mapping tool,Application,https://play.google.com/store/apps/details?id=com.meisterlabs.mindmeister,,https://play-lh.googleusercontent.com/zQY4VrGlMzJGyVATg5bjpy1TlYwdotIoaPF5l6FC9rxrJkRg0skyT1ij3jh9NQpN-TEa=s48-rw
gk45ockh,5d7dbcec,Productivity,Krisp ,Noise cancellation application,Application,https://help.krisp.ai/hc/en-us,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/krisp-icon.png
yfwuh4ff,5d7dbcec,Productivity,Zoom,Provides cloud-based remote conferencing services,Application,https://zoom.us/,,https://st1.zoom.us/static/6.2.9310/image/new/ZoomLogo.png
bcc2aixb,5d7dbcec,Productivity,MS Office,"These cover everything from documents, spreadsheets, presentations, and emails",Application,https://www.office.com/?auth=1,,https://rnebolte.sirv.com/self_care_appdata/icons/Resource_icons/microsoft%20office-icon.png
xkh2ivg8,5d7dbcec,Productivity,Employee productivity,Image,Image,https://www.ismartrecruit.com/upload/blog/main_image/blog-boost-employee-productivity.jpg,,https://www.ismartrecruit.com/upload/blog/main_image/blog-boost-employee-productivity.jpg
ybxuintf,c04e3201,Self Growth,Personal Development,The only way to have more in life is to become more,Video,https://www.youtube.com/watch?v=mmU56vZs72A,Motivational speech,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
8idjc8yw,f87d9f9d,Time Management,Microsoft To Do (WebApp),"Manage your tasks, Plan your day, Maintain Checklists of specific tasks, Create Remainders and share notes",Website,https://todo.microsoft.com/,,https://play-lh.googleusercontent.com/PH-2iORSfQs-iizoHzePXBaJCXml443pgoC14-lZESLFIp78A4SvxLKUVv1FyIQFtC8=s150-rw
qlyhtdl3,c04e3201,Self Growth,Power of Focus,The mind is just like a shining sun which can produce fire provided its energies are focused and directed towards a single point.,Video,https://www.youtube.com/watch?v=RwxC5J8LI4Q,Motivational speech,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
5feiwm9l,c04e3201,Self Growth,Psychology of Self-motivation,How to become self motivated,Video,https://www.youtube.com/watch?v=7sxpKhIbr0E,Motivational speech,https://cdn-icons-png.flaticon.com/512/1384/1384060.png
ainqqgtf,ls9w3gzv,Decluttering Routines,Lastpass,"Declutter your passwords, A  password manager application to manage all of your passwords.",Application,https://play.google.com/store/apps/details?id=com.x8bit.bitwarden,,https://play-lh.googleusercontent.com/BPgJq2T40gw219T9wcXPld0urrii1L9WwGZ0xovChB7fy-KFfVlKPE6oT5D7lIeQRecJ=s150
zthi1vuu,c04e3201,Self Growth,Ikigai,"Ikigai is a Japanese concept referring to something that gives a person a sense of purpose, a reason for living.",Resource URL,https://www.amazon.in/Ikigai-H%C3%A9ctor-Garc%C3%ADa/dp/178633089X?ref_=Oct_d_obs_d_1318132031&pd_rd_w=aRvVq&content-id=amzn1.sym.63783fbe-7156-4f6f-9542-5efc5e74da13&pf_rd_p=63783fbe-7156-4f6f-9542-5efc5e74da13&pf_rd_r=F7NX5WX3FDJS9KAZC9Y2&pd_rd_wg=vaSuO&pd_rd_r=f22c1478-6e92-4633-963a-12cbd9adf3fd&pd_rd_i=178633089X,Book,"https://m.media-amazon.com/images/I/51xwGSNX-EL._SX356_BO1,204,203,200_.jpg"
37o53cqx,c04e3201,Self Growth,The Power of Your Subconscious Mind,This will unlock for you the truly staggering powers of your subconscious mind.,Resource URL,https://www.amazon.in/Power-Your-Subconscious-Mind/dp/8194790832?ref_=Oct_d_obs_d_1318132031&pd_rd_w=aRvVq&content-id=amzn1.sym.63783fbe-7156-4f6f-9542-5efc5e74da13&pf_rd_p=63783fbe-7156-4f6f-9542-5efc5e74da13&pf_rd_r=F7NX5WX3FDJS9KAZC9Y2&pd_rd_wg=vaSuO&pd_rd_r=f22c1478-6e92-4633-963a-12cbd9adf3fd&pd_rd_i=8194790832,Book,"https://m.media-amazon.com/images/I/51QnuLIY2uL._SX322_BO1,204,203,200_.jpg"
bwikijea,c04e3201,Self Growth,Mark Manson,Life advices,Blog,https://markmanson.net/,,https://play-lh.googleusercontent.com/MP-NdAgMCnsuLMEvvNlLoco62P8pg0nYTt6VT4E0x2MdFDnYSeAgDc2YBnP8TcTRm8U=w240-h480-rw
ruhq3n7k,c04e3201,Self Growth,Ankur Warikoo,Awareness is Everything,Website,https://ankurwarikoo.com/,,https://play-lh.googleusercontent.com/yVBtEwzOE92WVlfURcCZvVUsmeXcUOPVUga74D1CKN-r8jfvtlN4Qmvnm8N-9_UM0N8=w240-h480-rw
uxui5s2e,c04e3201,Self Growth,Zen Habits,When you are overwhelmed,Blog,https://zenhabits.net/,,https://avatars.githubusercontent.com/u/15520438?v=4
nyg1ghhh,c04e3201,Self Growth,Ankur Warikoo,Podcast,Audio,https://open.spotify.com/show/1g7wpoqydK6hszvi4DFywg?si=59ea1825101047d3,Poadcast,https://i.scdn.co/image/ab67656300005f1fe45a19a369c8b621dcc41e33
fvc2o4ss,5f6a443b,Learning,Duolingo,Learn Multiple Languages,Application,https://www.duolingo.com/,,https://play-lh.googleusercontent.com/5HArxowfNkgY9plIJWLDNi3vtH1oRdZJuW5Iv3dt4dfacjzqiQzE8tElzK7mzhXrz1o=w240-h480-rw
5b33a1j2,5f6a443b,Learning,Self Management,"Skills allow you to maximize your productivity, improve your workplace performance and efficiently achieve goals.",Blog,https://www.indeed.com/career-advice/career-development/self-management-skills,,https://cdn-icons-png.flaticon.com/512/2327/2327142.png
vbf159bc,5f6a443b,Learning,Web Development,Learn everything you need to know to become a web developer,Website,https://www.theodinproject.com/,,https://pbs.twimg.com/profile_images/853541927781904384/LKvUgs4u_400x400.jpg
cnmotxo8,5f6a443b,Learning,Excel,Learn all about Microsoft Excel,Website,https://chandoo.org/,,https://chandoo.org/img/logos/chandoo-learn-excel-and-charting-logo.png
o1d6wq7r,5f6a443b,Learning,Photography,Know all about photography skill,Video,https://www.youtube.com/user/FStoppers,,https://yt3.ggpht.com/ytc/AMLnZu-eHdhMCFJYW-_OyiEK_PERgVULIsvtFtaWywSJ=s176-c-k-c0x00ffffff-no-rj
o685pua7,5f6a443b,Learning,Digital Marketing,"Boost your digital marketing skills with real-world, hands-on experience.",Website,https://www.google.com/grants/get-help/nonprofit-marketing-immersion/,,https://cdn-icons-png.flaticon.com/512/270/270799.png
mtljmacm,5f6a443b,Learning,Speed Typing,Improve your typing speed,Website,https://www.speedtypingonline.com/typing-tutor,,https://www.speedtypingonline.com/images/STO_logo_wText.png?2
ghrsuu66,5f6a443b,Learning,Learn anything,Mastering the toughest part of learning anything,Video,https://youtu.be/5MgBikgcWnY,,https://yt3.ggpht.com/ytc/AMLnZu_rYCQLaGXj6k5hTFivTXDt_eJ39Beu4uEdUggVhw=s176-c-k-c0x00ffffff-no-rj
hds4p6k9,5f6a443b,Learning,Learning Style,"You are not a visual learner, learning styles are a stubborn myth",Video,https://www.youtube.com/watch?v=rhgwIhB58PA,,https://yt3.ggpht.com/ytc/AMLnZu-FU1d2Jd6AKRDpCwrxrraoKJ3Nrtk4iMpHBdAV4Q=s176-c-k-c0x00ffffff-no-rj
s1qyljbk,5f6a443b,Learning,Learning Technique,How to learn more effectively,Blog,https://www.verywellmind.com/how-to-become-a-more-effective-learner-2795162,,https://cdn-icons-png.flaticon.com/512/3212/3212202.png
et4s21mf,08c7f2fb,Deal With Anxiety,Calm your anxiety,Strategies you can use to avoid feeling consumed by anxiety.,Blog,https://www.healthline.com/health/mental-health/how-to-cope-with-anxiety,,https://www.kindpng.com/picc/m/193-1935034_transparent-healthline-logo-hd-png-download.png
55wgf46g,08c7f2fb,Deal With Anxiety,Tedx Talks,How to cope up with anxiety,Video,https://youtu.be/WWloIAQpMcQ,,https://yt3.ggpht.com/ytc/AMLnZu_rYCQLaGXj6k5hTFivTXDt_eJ39Beu4uEdUggVhw=s176-c-k-c0x00ffffff-no-rj
5xai7166,08c7f2fb,Deal With Anxiety,Sandeep Maheshwari,How to deal with anxiety,Video,https://www.youtube.com/watch?v=eAK14VoY7C0,,https://yt3.ggpht.com/W-LbQKXkf3HJsvau1PC8jnOoryI_7AjdGGORmmpWUO4Bdb3Alem-X4fasmV43aRXRydCy3gyAig=s176-c-k-c0x00ffffff-no-rj
n4ksyqcg,08c7f2fb,Deal With Anxiety,Calm,Find your calm,Website,https://www.calm.com/,,https://play-lh.googleusercontent.com/S76GphUu2pZa249td2Bb4XAhLcPRrFdL1zp_5qU1ouukvRq9r0-8jJ-CruaTtdT6g84=w240-h480-rw
mpuv8j8v,08c7f2fb,Deal With Anxiety,Rewire your brain,The power of affirmations that will change your bad habits,Resource URL,https://www.amazon.in/Rewire-Your-Brain-Think-Better/dp/0470487291,,"https://m.media-amazon.com/images/I/41+2lKL0AFL._SX331_BO1,204,203,200_.jpg"
emyne3fn,08c7f2fb,Deal With Anxiety,Create your own calm,A Journal for Quieting Anxiety,Resource URL,https://www.amazon.in/Create-Your-Own-Calm-Quieting/dp/0593084144/ref=asc_df_0593084144/?tag=googleshopdes-21&linkCode=df0&hvadid=397083387977&hvpos=&hvnetw=g&hvrand=13012839687601915092&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9303927&hvtargid=pla-921126610966&psc=1&ext_vrnc=hi,,"https://m.media-amazon.com/images/I/51LbWHTWizL._SX358_BO1,204,203,200_.jpg"
8osik3fu,08c7f2fb,Deal With Anxiety,TeensHealth,Ways to cope up with anxiety,Blog,https://kidshealth.org/en/teens/anxiety-tips.html,,https://chicagotherapist.com/wp-content/uploads/2018/12/Teens-Health.jpg
sodrccca,08c7f2fb,Deal With Anxiety,Verywellmind,What to do to cope up with anxiety,Blog,https://www.verywellmind.com/manage-your-anxiety-2584184,,https://mma.prnewswire.com/media/1630463/VW_mind_main_Logo.jpg?p=twitter
ion4otfa,08c7f2fb,Deal With Anxiety,Ankur Warikoo,The art of Overthinking,Audio,https://open.spotify.com/episode/1jmSu8ny46CZE4dqCdnlpD?si=6ab138eb929a4ea9,,https://m.media-amazon.com/images/M/MV5BOTZlZjZlOWYtNTExMC00MGI5LWI1NWMtYTMyODUwMjU3ZjczXkEyXkFqcGdeQXVyMTM1MTE1NDM1._V1_.jpg
l4463q76,08c7f2fb,Deal With Anxiety,Anxiety - Stress Relief Helper,Image,Image,https://theannapurnaexpress.com/admin/wp-content/uploads/media/Dealingwithanxiety_20220127143638.png,,https://theannapurnaexpress.com/admin/wp-content/uploads/media/Dealingwithanxiety_20220127143638.png
ay4qcrky,5f6a443b,Learning,Ankur Warikoo,Learning Styles,Audio,https://open.spotify.com/episode/1cligplzQi9C1Y3ok1A0HV?si=c99d830e15804948,,https://m.media-amazon.com/images/M/MV5BOTZlZjZlOWYtNTExMC00MGI5LWI1NWMtYTMyODUwMjU3ZjczXkEyXkFqcGdeQXVyMTM1MTE1NDM1._V1_.jpg
djbwbrfi,ls9w3gzv,Decluttering Routines,LifeHack,How to Declutter Your Life and Reduce Stress,Blog,https://www.lifehack.org/articles/lifestyle/how-to-declutter-your-life-and-reduce-stress.html,,https://cdn.lifehack.org/wp-content/themes/v6/images/lifehack-main-logo.png
1caw1vch,ls9w3gzv,Decluttering Routines,Image,5 decluttering tips,Image,https://i.pinimg.com/736x/1f/db/6b/1fdb6bd58bfd277dccacede6a2f190de.jpg,,https://i.pinimg.com/736x/1f/db/6b/1fdb6bd58bfd277dccacede6a2f190de.jpg
kdmixve5,ls9w3gzv,Decluttering Routines,Simplify your life,"Place to help you simplify your life, declutter your mind, and connect with your heart",Website,https://bemorewithless.com/,,https://courses.bemorewithless.com/wp-content/uploads/2022/06/bmwl-logo.png
